violation_count,total_violation_magnitude,average_violation_magnitude,violation_ratio
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,2.0,1.0,8.210180623973728e-05
18,28.0,1.5555555555555556,0.0007389162561576355
18,28.0,1.5555555555555556,0.0007389162561576355
20,42.0,2.1,0.0008210180623973727
0,0.0,0.0,0.0
14,38.0,2.7142857142857144,0.0005747126436781609
14,38.0,2.7142857142857144,0.0005747126436781609
14,38.0,2.7142857142857144,0.0005747126436781609
14,38.0,2.7142857142857144,0.0005747126436781609
16,40.0,2.5,0.0006568144499178982
18,42.0,2.3333333333333335,0.0007389162561576355
18,42.0,2.3333333333333335,0.0007389162561576355
18,42.0,2.3333333333333335,0.0007389162561576355
18,42.0,2.3333333333333335,0.0007389162561576355
32,130.0,4.0625,0.0013136288998357964
32,130.0,4.0625,0.0013136288998357964
32,130.0,4.0625,0.0013136288998357964
32,130.0,4.0625,0.0013136288998357964
82,420.0,5.121951219512195,0.0033661740558292284
126,692.0,5.492063492063492,0.005172413793103448
124,682.0,5.5,0.005090311986863711
124,682.0,5.5,0.005090311986863711
128,688.0,5.375,0.005254515599343186
128,694.0,5.421875,0.005254515599343186
128,698.0,5.453125,0.005254515599343186
128,698.0,5.453125,0.005254515599343186
128,702.0,5.484375,0.005254515599343186
128,702.0,5.484375,0.005254515599343186
128,702.0,5.484375,0.005254515599343186
128,702.0,5.484375,0.005254515599343186
130,704.0,5.415384615384616,0.005336617405582923
130,704.0,5.415384615384616,0.005336617405582923
130,704.0,5.415384615384616,0.005336617405582923
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
16,56.0,3.5,0.0006568144499178982
16,56.0,3.5,0.0006568144499178982
16,56.0,3.5,0.0006568144499178982
16,56.0,3.5,0.0006568144499178982
16,56.0,3.5,0.0006568144499178982
16,56.0,3.5,0.0006568144499178982
18,68.0,3.7777777777777777,0.0007389162561576355
18,68.0,3.7777777777777777,0.0007389162561576355
22,72.0,3.272727272727273,0.00090311986863711
22,72.0,3.272727272727273,0.00090311986863711
22,72.0,3.272727272727273,0.00090311986863711
22,72.0,3.272727272727273,0.00090311986863711
24,76.0,3.1666666666666665,0.0009852216748768472
24,76.0,3.1666666666666665,0.0009852216748768472
24,76.0,3.1666666666666665,0.0009852216748768472
26,82.0,3.1538461538461537,0.0010673234811165845
28,92.0,3.2857142857142856,0.0011494252873563218
28,92.0,3.2857142857142856,0.0011494252873563218
28,92.0,3.2857142857142856,0.0011494252873563218
28,92.0,3.2857142857142856,0.0011494252873563218
30,102.0,3.4,0.0012315270935960591
30,102.0,3.4,0.0012315270935960591
32,110.0,3.4375,0.0013136288998357964
34,122.0,3.588235294117647,0.0013957307060755337
32,116.0,3.625,0.0013136288998357964
32,116.0,3.625,0.0013136288998357964
32,116.0,3.625,0.0013136288998357964
30,114.0,3.8,0.0012315270935960591
30,114.0,3.8,0.0012315270935960591
30,114.0,3.8,0.0012315270935960591
30,112.0,3.7333333333333334,0.0012315270935960591
32,116.0,3.625,0.0013136288998357964
32,116.0,3.625,0.0013136288998357964
32,116.0,3.625,0.0013136288998357964
32,116.0,3.625,0.0013136288998357964
32,116.0,3.625,0.0013136288998357964
36,132.0,3.6666666666666665,0.001477832512315271
36,132.0,3.6666666666666665,0.001477832512315271
38,150.0,3.9473684210526314,0.0015599343185550081
40,154.0,3.85,0.0016420361247947454
40,154.0,3.85,0.0016420361247947454
40,156.0,3.9,0.0016420361247947454
42,164.0,3.9047619047619047,0.0017241379310344827
52,224.0,4.3076923076923075,0.002134646962233169
54,228.0,4.222222222222222,0.0022167487684729066
56,230.0,4.107142857142857,0.0022988505747126436
58,238.0,4.103448275862069,0.002380952380952381
62,250.0,4.032258064516129,0.0025451559934318553
68,266.0,3.911764705882353,0.0027914614121510675
68,266.0,3.911764705882353,0.0027914614121510675
64,250.0,3.90625,0.002627257799671593
64,250.0,3.90625,0.002627257799671593
66,266.0,4.03030303030303,0.00270935960591133
70,276.0,3.942857142857143,0.0028735632183908046
74,284.0,3.8378378378378377,0.003037766830870279
74,284.0,3.8378378378378377,0.003037766830870279
74,284.0,3.8378378378378377,0.003037766830870279
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
4,8.0,2.0,0.00016420361247947455
4,8.0,2.0,0.00016420361247947455
4,14.0,3.5,0.00016420361247947455
2,8.0,4.0,8.210180623973728e-05
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,2.0,1.0,8.210180623973728e-05
2,2.0,1.0,8.210180623973728e-05
2,2.0,1.0,8.210180623973728e-05
2,2.0,1.0,8.210180623973728e-05
2,2.0,1.0,8.210180623973728e-05
2,2.0,1.0,8.210180623973728e-05
2,2.0,1.0,8.210180623973728e-05
4,6.0,1.5,0.00016420361247947455
4,6.0,1.5,0.00016420361247947455
6,8.0,1.3333333333333333,0.0002463054187192118
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,2.0,1.0,0.00029239766081871346
2,2.0,1.0,0.00029239766081871346
2,2.0,1.0,0.00029239766081871346
2,2.0,1.0,0.00029239766081871346
2,2.0,1.0,0.00029239766081871346
2,2.0,1.0,0.00029239766081871346
2,2.0,1.0,0.00029239766081871346
2,2.0,1.0,0.00029239766081871346
2,2.0,1.0,0.00029239766081871346
2,2.0,1.0,0.00029239766081871346
4,4.0,1.0,0.0005847953216374269
4,4.0,1.0,0.0005847953216374269
4,4.0,1.0,0.0005847953216374269
4,4.0,1.0,0.0005847953216374269
4,4.0,1.0,0.0005847953216374269
4,4.0,1.0,0.0005847953216374269
4,4.0,1.0,0.0005847953216374269
4,4.0,1.0,0.0005847953216374269
4,4.0,1.0,0.0005847953216374269
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
6,6.0,1.0,0.0002463054187192118
6,6.0,1.0,0.0002463054187192118
8,8.0,1.0,0.0003284072249589491
8,8.0,1.0,0.0003284072249589491
8,8.0,1.0,0.0003284072249589491
8,8.0,1.0,0.0003284072249589491
12,26.0,2.1666666666666665,0.0004926108374384236
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,2.0,1.0,8.210180623973728e-05
2,2.0,1.0,8.210180623973728e-05
2,2.0,1.0,8.210180623973728e-05
2,2.0,1.0,8.210180623973728e-05
2,2.0,1.0,8.210180623973728e-05
2,2.0,1.0,8.210180623973728e-05
2,2.0,1.0,8.210180623973728e-05
2,2.0,1.0,8.210180623973728e-05
4,18.0,4.5,0.00016420361247947455
6,32.0,5.333333333333333,0.0002463054187192118
28,94.0,3.357142857142857,0.0011494252873563218
66,274.0,4.151515151515151,0.00270935960591133
68,302.0,4.4411764705882355,0.0027914614121510675
68,302.0,4.4411764705882355,0.0027914614121510675
68,302.0,4.4411764705882355,0.0027914614121510675
68,302.0,4.4411764705882355,0.0027914614121510675
68,302.0,4.4411764705882355,0.0027914614121510675
68,302.0,4.4411764705882355,0.0027914614121510675
68,302.0,4.4411764705882355,0.0027914614121510675
68,302.0,4.4411764705882355,0.0027914614121510675
88,512.0,5.818181818181818,0.00361247947454844
88,512.0,5.818181818181818,0.00361247947454844
90,522.0,5.8,0.003694581280788177
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,2.0,1.0,0.00029239766081871346
2,2.0,1.0,0.00029239766081871346
2,2.0,1.0,0.00029239766081871346
12,14.0,1.1666666666666667,0.0017543859649122807
12,14.0,1.1666666666666667,0.0017543859649122807
12,14.0,1.1666666666666667,0.0017543859649122807
12,14.0,1.1666666666666667,0.0017543859649122807
12,14.0,1.1666666666666667,0.0017543859649122807
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
42,124.0,2.9523809523809526,0.0017241379310344827
42,124.0,2.9523809523809526,0.0017241379310344827
42,124.0,2.9523809523809526,0.0017241379310344827
42,124.0,2.9523809523809526,0.0017241379310344827
44,138.0,3.1363636363636362,0.00180623973727422
44,138.0,3.1363636363636362,0.00180623973727422
52,190.0,3.6538461538461537,0.002134646962233169
